TIME KE PE KI PI KG PG XE XESD DGQ DL DN SE1 SE2 SE3 SE4 SI1 SI2 SI3 SI4 TE TI LMEX LMEY LMEZ LMIX LMIY LMIZ AMEX AMEY AMEZ AMIX AMIY AMIZ TOTE
1e-12 4.5293e-21 0 4.56112e-21 0 0 0 0.0004000526 0.0001631775 0 6.10143e-05 266.18 91887.4 1.50096e+09 0.486497 0.119093 2151.11 826582 0.503777 0.198147 218.697 220.236 -2.17779e-28 1.66325e-28 -4.11517e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 8.29322e-28 7.24534e-27 -1.71982e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2e-12 4.52888e-21 0 4.56112e-21 0 0 0 0.0004000438 0.0001631809 0 6.10114e-05 266.143 91883.6 1.50074e+09 0.486432 0.11899 2151.11 826582 0.503777 0.198147 218.677 220.236 -2.15722e-28 1.69547e-28 -4.1322e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.83761e-28 7.25823e-27 -1.60609e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3e-12 4.52919e-21 0 4.56112e-21 0 0 0 0.000400018 0.0001631671 0 6.10135e-05 266.17 91886.8 1.50082e+09 0.486054 0.117938 2151.11 826582 0.503777 0.198147 218.692 220.236 -2.0696e-28 1.69738e-28 -4.17336e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 6.59939e-28 7.32229e-27 -1.70501e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
4e-12 4.52906e-21 0 4.56112e-21 0 0 0 0.0004000117 0.0001631757 0 6.10126e-05 266.158 91885.7 1.50073e+09 0.48602 0.118163 2151.11 826582 0.503777 0.198147 218.686 220.236 -2.02363e-28 1.6357e-28 -4.16823e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 8.1708e-28 7.266e-27 -1.69884e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
5e-12 4.52915e-21 0 4.56112e-21 0 0 0 0.0003999795 0.0001631673 0 6.10133e-05 266.167 91885.7 1.50093e+09 0.486169 0.118053 2151.11 826582 0.503777 0.198147 218.69 220.236 -1.99493e-28 1.58092e-28 -4.06544e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.03058e-27 7.21823e-27 -1.78805e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
6e-12 4.52908e-21 0 4.56112e-21 0 0 0 0.0003999776 0.0001631635 0 6.10128e-05 266.161 91884.5 1.50101e+09 0.486191 0.117871 2151.11 826582 0.503777 0.198147 218.687 220.236 -2.00358e-28 1.56704e-28 -4.06084e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.06509e-27 7.22589e-27 -1.78609e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
7e-12 4.52922e-21 0 4.56112e-21 0 0 0 0.0003999888 0.000163161 0 6.10137e-05 266.173 91885.2 1.50119e+09 0.486332 0.117864 2151.11 826582 0.503777 0.198147 218.694 220.236 -1.98118e-28 1.55849e-28 -4.06442e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.10853e-27 7.27725e-27 -1.78591e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
8e-12 4.52895e-21 0 4.56112e-21 0 0 0 0.0004000011 0.0001631554 0 6.1012e-05 266.15 91882.8 1.50105e+09 0.48619 0.11775 2151.11 826582 0.503777 0.198147 218.681 220.236 -1.9962e-28 1.5754e-28 -4.05954e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.19733e-27 7.13038e-27 -1.77035e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
9e-12 4.52925e-21 0 4.56112e-21 0 0 0 0.0003999864 0.0001631605 0 6.1014e-05 266.176 91885.8 1.50114e+09 0.486091 0.117502 2151.11 826582 0.503777 0.198147 218.695 220.236 -1.96668e-28 1.55819e-28 -4.07981e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.13564e-27 7.05566e-27 -1.92779e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1e-11 4.52925e-21 0 4.56112e-21 0 0 0 0.000399985 0.0001631616 0 6.1014e-05 266.176 91885.9 1.50114e+09 0.486014 0.117324 2151.11 826582 0.503777 0.198147 218.695 220.236 -2.00004e-28 1.57219e-28 -4.06459e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.11714e-27 7.01425e-27 -1.91727e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.1e-11 4.52905e-21 0 4.56112e-21 0 0 0 0.0003999705 0.0001631665 0 6.10126e-05 266.158 91883.5 1.50112e+09 0.486135 0.117743 2151.11 826582 0.503777 0.198147 218.685 220.236 -1.96801e-28 1.63413e-28 -4.08235e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.21838e-27 6.99954e-27 -1.92487e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.2e-11 4.52941e-21 0 4.56112e-21 0 0 0 0.000399986 0.0001631753 0 6.1015e-05 266.19 91887.4 1.5012e+09 0.486075 0.117381 2151.11 826582 0.503777 0.198147 218.703 220.236 -1.98388e-28 1.62272e-28 -4.08935e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.15982e-27 7.15432e-27 -1.91959e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.3e-11 4.52932e-21 0 4.56112e-21 0 0 0 0.0003999811 0.000163164 0 6.10144e-05 266.182 91886.2 1.50123e+09 0.48612 0.11735 2151.11 826582 0.503777 0.198147 218.699 220.236 -1.99874e-28 1.62642e-28 -4.08471e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.11208e-27 7.13053e-27 -1.86552e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.4e-11 4.52912e-21 0 4.56112e-21 0 0 0 0.0003999727 0.0001631579 0 6.1013e-05 266.164 91884.4 1.50111e+09 0.48617 0.117707 2151.11 826582 0.503777 0.198147 218.689 220.236 -1.99492e-28 1.61921e-28 -4.09837e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.05878e-27 6.9744e-27 -1.90071e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.5e-11 4.52926e-21 0 4.56112e-21 0 0 0 0.0003999607 0.0001631675 0 6.1014e-05 266.177 91885 1.50133e+09 0.486355 0.118 2151.11 826582 0.503777 0.198147 218.696 220.236 -1.97218e-28 1.62009e-28 -4.1094e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.06317e-27 7.0168e-27 -1.85459e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.6e-11 4.52937e-21 0 4.56112e-21 0 0 0 0.0003999722 0.0001631799 0 6.10148e-05 266.186 91886 1.50137e+09 0.486344 0.117942 2151.11 826582 0.503777 0.198147 218.701 220.236 -2.03189e-28 1.59001e-28 -4.12027e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.09471e-27 7.09881e-27 -1.91257e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.7e-11 4.5292e-21 0 4.56112e-21 0 0 0 0.0003999771 0.0001631914 0 6.10136e-05 266.172 91884.7 1.50125e+09 0.486281 0.117986 2151.11 826582 0.503777 0.198147 218.693 220.236 -2.00658e-28 1.59824e-28 -4.13292e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.13459e-27 7.10981e-27 -1.92381e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.8e-11 4.5296e-21 0 4.56112e-21 0 0 0 0.0003999745 0.0001631956 0 6.10163e-05 266.207 91887.9 1.50152e+09 0.4862 0.117515 2151.11 826582 0.503777 0.198147 218.712 220.236 -1.97787e-28 1.57998e-28 -4.12267e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.17418e-27 7.1143e-27 -1.87306e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
1.9e-11 4.52961e-21 0 4.56112e-21 0 0 0 0.0003999831 0.000163196 0 6.10164e-05 266.207 91887.5 1.50162e+09 0.486188 0.117248 2151.11 826582 0.503777 0.198147 218.712 220.236 -1.97282e-28 1.5648e-28 -4.14513e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.22705e-27 7.11969e-27 -1.92392e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2e-11 4.52952e-21 0 4.56112e-21 0 0 0 0.0003999682 0.0001631971 0 6.10157e-05 266.199 91886.5 1.50159e+09 0.486254 0.117378 2151.11 826582 0.503777 0.198147 218.708 220.236 -1.96844e-28 1.55377e-28 -4.16411e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.14324e-27 7.15822e-27 -1.91482e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.1e-11 4.52942e-21 0 4.56112e-21 0 0 0 0.0003999706 0.000163192 0 6.10151e-05 266.19 91885.6 1.50155e+09 0.486287 0.117514 2151.11 826582 0.503777 0.198147 218.703 220.236 -1.98025e-28 1.57642e-28 -4.17479e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.18447e-27 7.11379e-27 -1.90018e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.2e-11 4.52926e-21 0 4.56112e-21 0 0 0 0.0003999669 0.0001632048 0 6.1014e-05 266.176 91884.7 1.50137e+09 0.486153 0.117456 2151.11 826582 0.503777 0.198147 218.695 220.236 -1.9785e-28 1.60115e-28 -4.1643e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.12863e-27 7.10724e-27 -1.90241e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.3e-11 4.52945e-21 0 4.56112e-21 0 0 0 0.0003999572 0.00016321 0 6.10153e-05 266.193 91886.5 1.50146e+09 0.486097 0.117301 2151.11 826582 0.503777 0.198147 218.705 220.236 -1.96007e-28 1.59529e-28 -4.1464e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.13201e-27 6.9387e-27 -1.92248e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.4e-11 4.52969e-21 0 4.56112e-21 0 0 0 0.0003999382 0.0001632176 0 6.10169e-05 266.215 91889.5 1.50144e+09 0.486095 0.117338 2151.11 826582 0.503777 0.198147 218.717 220.236 -1.93855e-28 1.59012e-28 -4.13875e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 1.17903e-27 6.94302e-27 -1.89607e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.5e-11 4.52961e-21 0 4.56112e-21 0 0 0 0.00039993 0.0001632129 0 6.10164e-05 266.207 91888.1 1.50149e+09 0.486188 0.117479 2151.11 826582 0.503777 0.198147 218.712 220.236 -1.94195e-28 1.57221e-28 -4.08851e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 9.09871e-28 6.86974e-27 -2.02903e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.6e-11 4.53003e-21 0 4.56112e-21 0 0 0 0.0003999056 0.0001632293 0 6.10192e-05 266.244 91892.1 1.50169e+09 0.48613 0.116888 2151.11 826582 0.503777 0.198147 218.733 220.236 -1.93041e-28 1.51289e-28 -4.135e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.90472e-28 6.89446e-27 -2.02921e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.7e-11 4.53021e-21 0 4.56112e-21 0 0 0 0.0003999069 0.0001632265 0 6.10204e-05 266.26 91894 1.50175e+09 0.486183 0.116849 2151.11 826582 0.503777 0.198147 218.742 220.236 -1.93359e-28 1.47782e-28 -4.12274e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.75961e-28 6.82489e-27 -1.98349e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.8e-11 4.5303e-21 0 4.56112e-21 0 0 0 0.0003999069 0.000163224 0 6.1021e-05 266.268 91894.5 1.50185e+09 0.486222 0.116969 2151.11 826582 0.503777 0.198147 218.746 220.236 -1.93268e-28 1.48619e-28 -4.10848e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 6.72041e-28 6.82236e-27 -2.0117e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
2.9e-11 4.53065e-21 0 4.56112e-21 0 0 0 0.0003999298 0.0001632315 0 6.10234e-05 266.299 91897.9 1.50198e+09 0.486313 0.117165 2151.11 826582 0.503777 0.198147 218.763 220.236 -1.96769e-28 1.50858e-28 -4.12491e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.08276e-28 6.64257e-27 -1.92649e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3e-11 4.53061e-21 0 4.56112e-21 0 0 0 0.0003999283 0.0001632235 0 6.10231e-05 266.295 91897.1 1.50204e+09 0.486492 0.117418 2151.11 826582 0.503777 0.198147 218.761 220.236 -1.95685e-28 1.59541e-28 -4.10845e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.07032e-28 6.63207e-27 -1.96348e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.1e-11 4.53041e-21 0 4.56112e-21 0 0 0 0.0003999434 0.0001632212 0 6.10217e-05 266.278 91895.2 1.50195e+09 0.486518 0.117643 2151.11 826582 0.503777 0.198147 218.751 220.236 -1.96443e-28 1.57631e-28 -4.09651e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.06018e-28 6.67711e-27 -1.94969e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.2e-11 4.53052e-21 0 4.56112e-21 0 0 0 0.0003999479 0.0001632227 0 6.10225e-05 266.287 91896.5 1.50196e+09 0.486537 0.117595 2151.11 826582 0.503777 0.198147 218.756 220.236 -1.97715e-28 1.62176e-28 -4.10355e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 8.26095e-28 6.7513e-27 -1.96988e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.3e-11 4.53083e-21 0 4.56112e-21 0 0 0 0.0003999422 0.0001632242 0 6.10246e-05 266.316 91900.5 1.50193e+09 0.486376 0.117498 2151.11 826582 0.503777 0.198147 218.772 220.236 -1.9499e-28 1.59008e-28 -4.07527e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 8.12151e-28 6.82634e-27 -1.97278e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.4e-11 4.53081e-21 0 4.56112e-21 0 0 0 0.0003999485 0.0001632076 0 6.10245e-05 266.314 91900.6 1.50185e+09 0.486157 0.116983 2151.11 826582 0.503777 0.198147 218.771 220.236 -1.9781e-28 1.61995e-28 -4.0513e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 6.69747e-28 6.68475e-27 -1.91682e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.5e-11 4.53142e-21 0 4.56112e-21 0 0 0 0.0003999403 0.0001631929 0 6.10285e-05 266.367 91907.3 1.50194e+09 0.486077 0.116854 2151.11 826582 0.503777 0.198147 218.8 220.236 -1.95197e-28 1.62542e-28 -4.05182e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.32395e-28 6.69069e-27 -1.85443e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.6e-11 4.53126e-21 0 4.56112e-21 0 0 0 0.0003999432 0.0001631881 0 6.10275e-05 266.353 91906.1 1.50183e+09 0.486037 0.117059 2151.11 826582 0.503777 0.198147 218.792 220.236 -2.01106e-28 1.6244e-28 -4.07681e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 5.77765e-28 6.54783e-27 -1.84617e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.7e-11 4.5315e-21 0 4.56112e-21 0 0 0 0.0003999127 0.0001631916 0 6.10291e-05 266.374 91908 1.502e+09 0.486093 0.116865 2151.11 826582 0.503777 0.198147 218.804 220.236 -2.01927e-28 1.56466e-28 -4.06616e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 6.92206e-28 6.50699e-27 -1.73735e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.8e-11 4.53139e-21 0 4.56112e-21 0 0 0 0.0003999055 0.0001631848 0 6.10284e-05 266.365 91907.3 1.5019e+09 0.485926 0.116657 2151.11 826582 0.503777 0.198147 218.799 220.236 -2.04165e-28 1.5404e-28 -4.06926e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.4447e-28 6.38302e-27 -1.76116e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
3.9e-11 4.53139e-21 0 4.56112e-21 0 0 0 0.0003999009 0.0001631875 0 6.10284e-05 266.364 91907.3 1.50188e+09 0.485916 0.116695 2151.11 826582 0.503777 0.198147 218.798 220.236 -2.01777e-28 1.54531e-28 -4.08461e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.73142e-28 6.3882e-27 -1.79159e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
4e-11 4.53167e-21 0 4.56112e-21 0 0 0 0.000399892 0.0001631851 0 6.10302e-05 266.389 91909.7 1.50207e+09 0.486103 0.117003 2151.11 826582 0.503777 0.198147 218.812 220.236 -2.04267e-28 1.49952e-28 -4.13357e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.38769e-28 6.23008e-27 -1.67892e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
4.1e-11 4.53145e-21 0 4.56112e-21 0 0 0 0.000399876 0.0001631777 0 6.10287e-05 266.37 91906.6 1.50215e+09 0.486391 0.117592 2151.11 826582 0.503777 0.198147 218.801 220.236 -2.09797e-28 1.49866e-28 -4.12723e-28 7.39075e-27 -1.40006e-26 -6.19793e-28 7.45068e-28 6.20363e-27 -1.72767e-27 6.5739e-26 3.5591e-26 1.53039e-25 0
4.2e-11 4.53158e-21 0 4.56136e-21 0 0 0 0.0003998948 0.0001631656 0 6.10296e-05 266.381 91907.8 1.50223e+09 0.486284 0.117272 2151.16 826674 0.503834 0.198101 218.808 220.248 -2.04539e-28 1.51154e-28 -4.20006e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 7.68917e-28 6.38652e-27 -1.65765e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.3e-11 4.53137e-21 0 4.56136e-21 0 0 0 0.0003998864 0.0001631683 0 6.10282e-05 266.362 91906.2 1.50206e+09 0.486236 0.117377 2151.16 826674 0.503834 0.198101 218.797 220.248 -2.01617e-28 1.54044e-28 -4.24972e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 5.75836e-28 6.41187e-27 -1.53875e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.4e-11 4.53134e-21 0 4.56136e-21 0 0 0 0.0003998665 0.0001631657 0 6.1028e-05 266.36 91906 1.50202e+09 0.486464 0.118404 2151.16 826674 0.503834 0.198101 218.796 220.248 -2.03854e-28 1.51046e-28 -4.2353e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 5.50773e-28 6.53486e-27 -1.60789e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.5e-11 4.53135e-21 0 4.56136e-21 0 0 0 0.0003998669 0.0001631703 0 6.10281e-05 266.361 91905.7 1.50211e+09 0.486473 0.118166 2151.16 826674 0.503834 0.198101 218.796 220.248 -2.08569e-28 1.54812e-28 -4.25451e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 5.72345e-28 6.69074e-27 -1.65125e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.6e-11 4.53141e-21 0 4.56136e-21 0 0 0 0.0003998565 0.000163165 0 6.10284e-05 266.365 91906.2 1.50212e+09 0.486502 0.11825 2151.16 826674 0.503834 0.198101 218.799 220.248 -2.05414e-28 1.55551e-28 -4.26629e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 5.62104e-28 6.63739e-27 -1.80615e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.7e-11 4.53126e-21 0 4.56136e-21 0 0 0 0.0003998141 0.0001631448 0 6.10274e-05 266.352 91904.7 1.50208e+09 0.48626 0.117298 2151.16 826674 0.503834 0.198101 218.792 220.248 -2.04093e-28 1.50387e-28 -4.33239e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.92104e-28 6.76515e-27 -1.95714e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.8e-11 4.53159e-21 0 4.56136e-21 0 0 0 0.0003998012 0.0001631344 0 6.10296e-05 266.381 91907.6 1.50228e+09 0.48642 0.11759 2151.16 826674 0.503834 0.198101 218.808 220.248 -2.03053e-28 1.52509e-28 -4.30275e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 3.99202e-28 6.71773e-27 -1.87453e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
4.9e-11 4.53137e-21 0 4.56136e-21 0 0 0 0.0003998194 0.0001631608 0 6.10281e-05 266.361 91906.1 1.50205e+09 0.48629 0.117678 2151.16 826674 0.503834 0.198101 218.797 220.248 -2.07951e-28 1.46055e-28 -4.34296e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 2.43511e-28 6.70958e-27 -1.78337e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5e-11 4.53099e-21 0 4.56136e-21 0 0 0 0.0003998116 0.0001631573 0 6.10256e-05 266.329 91902.5 1.5019e+09 0.48632 0.117785 2151.16 826674 0.503834 0.198101 218.779 220.248 -2.0816e-28 1.42571e-28 -4.33631e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 2.9926e-28 6.5939e-27 -1.73748e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.1e-11 4.53045e-21 0 4.56136e-21 0 0 0 0.000399809 0.0001631506 0 6.10219e-05 266.28 91899.1 1.50132e+09 0.485862 0.116857 2151.16 826674 0.503834 0.198101 218.752 220.248 -2.08553e-28 1.43625e-28 -4.34435e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.08055e-28 6.57085e-27 -1.73046e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.2e-11 4.53099e-21 0 4.56136e-21 0 0 0 0.0003998078 0.0001631414 0 6.10256e-05 266.328 91904.6 1.50149e+09 0.485893 0.117224 2151.16 826674 0.503834 0.198101 218.778 220.248 -2.1058e-28 1.42862e-28 -4.36658e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 3.64438e-28 6.4932e-27 -1.67226e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.3e-11 4.53175e-21 0 4.56136e-21 0 0 0 0.0003997963 0.0001631633 0 6.10307e-05 266.395 91910.6 1.50207e+09 0.486017 0.116498 2151.16 826674 0.503834 0.198101 218.815 220.248 -2.12416e-28 1.42742e-28 -4.37125e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 3.5183e-28 6.46124e-27 -1.71788e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.4e-11 4.5318e-21 0 4.56136e-21 0 0 0 0.0003997916 0.0001631637 0 6.1031e-05 266.399 91910.4 1.50221e+09 0.48623 0.116782 2151.16 826674 0.503834 0.198101 218.818 220.248 -2.08513e-28 1.40662e-28 -4.36382e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 3.39556e-28 6.45759e-27 -1.70423e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.5e-11 4.5323e-21 0 4.56136e-21 0 0 0 0.0003997943 0.0001631597 0 6.10344e-05 266.443 91914.3 1.50258e+09 0.486527 0.117572 2151.16 826674 0.503834 0.198101 218.842 220.248 -2.02973e-28 1.40023e-28 -4.41096e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.96648e-28 6.42864e-27 -1.88821e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.6e-11 4.53233e-21 0 4.56136e-21 0 0 0 0.0003997991 0.0001631586 0 6.10346e-05 266.446 91914.9 1.50254e+09 0.486184 0.116669 2151.16 826674 0.503834 0.198101 218.843 220.248 -2.00136e-28 1.43212e-28 -4.4286e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 5.26609e-28 6.39512e-27 -1.84431e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.7e-11 4.53229e-21 0 4.56136e-21 0 0 0 0.0003998055 0.0001631612 0 6.10343e-05 266.442 91914.3 1.50257e+09 0.486267 0.116658 2151.16 826674 0.503834 0.198101 218.841 220.248 -2.03402e-28 1.3678e-28 -4.42245e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.91416e-28 6.40983e-27 -1.87418e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.8e-11 4.53207e-21 0 4.56136e-21 0 0 0 0.0003998271 0.000163141 0 6.10329e-05 266.423 91912.5 1.50243e+09 0.485992 0.115647 2151.16 826674 0.503834 0.198101 218.831 220.248 -2.02978e-28 1.39354e-28 -4.4126e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.99723e-28 6.49536e-27 -1.96729e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
5.9e-11 4.5319e-21 0 4.56136e-21 0 0 0 0.0003998174 0.0001631501 0 6.10317e-05 266.408 91910.2 1.50246e+09 0.486059 0.115602 2151.16 826674 0.503834 0.198101 218.823 220.248 -2.02568e-28 1.36071e-28 -4.32179e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.69594e-28 6.58643e-27 -1.94556e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6e-11 4.53204e-21 0 4.56136e-21 0 0 0 0.0003998095 0.0001631466 0 6.10327e-05 266.421 91911.2 1.5026e+09 0.486074 0.115431 2151.16 826674 0.503834 0.198101 218.83 220.248 -2.02292e-28 1.32713e-28 -4.29873e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 3.69762e-28 6.59111e-27 -1.99374e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6.1e-11 4.5316e-21 0 4.56136e-21 0 0 0 0.000399809 0.0001631485 0 6.10297e-05 266.382 91907.9 1.50224e+09 0.485407 0.112831 2151.16 826674 0.503834 0.198101 218.808 220.248 -2.01185e-28 1.34184e-28 -4.29821e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 4.64265e-28 6.51678e-27 -1.9335e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6.2e-11 4.53169e-21 0 4.56136e-21 0 0 0 0.0003997974 0.0001631403 0 6.10304e-05 266.391 91908.5 1.50233e+09 0.485439 0.112776 2151.16 826674 0.503834 0.198101 218.813 220.248 -1.96888e-28 1.3318e-28 -4.3662e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 3.24502e-28 6.53347e-27 -1.93867e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6.3e-11 4.53189e-21 0 4.56136e-21 0 0 0 0.0003998039 0.0001631354 0 6.10316e-05 266.407 91910.4 1.50241e+09 0.485274 0.112458 2151.16 826674 0.503834 0.198101 218.822 220.248 -1.97142e-28 1.33979e-28 -4.40153e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 2.86115e-28 6.51111e-27 -1.95661e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6.4e-11 4.53216e-21 0 4.56136e-21 0 0 0 0.0003998158 0.0001631484 0 6.10334e-05 266.431 91912.4 1.50264e+09 0.485539 0.112895 2151.16 826674 0.503834 0.198101 218.835 220.248 -2.00493e-28 1.34906e-28 -4.4553e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 1.57701e-28 6.48305e-27 -1.92983e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6.5e-11 4.5321e-21 0 4.56136e-21 0 0 0 0.0003998295 0.0001631468 0 6.10331e-05 266.426 91912.7 1.50246e+09 0.485388 0.112795 2151.16 826674 0.503834 0.198101 218.832 220.248 -1.98913e-28 1.33834e-28 -4.47518e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 1.70617e-28 6.47851e-27 -1.98991e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
6.6e-11 4.5322e-21 0 4.56136e-21 0 0 0 0.0003998143 0.0001631682 0 6.10337e-05 266.435 91913.4 1.50254e+09 0.485338 0.112522 2151.16 826674 0.503834 0.198101 218.837 220.248 -1.9549e-28 1.32224e-28 -4.48138e-28 7.38293e-27 -1.41526e-26 -7.90781e-28 2.09885e-28 6.43433e-27 -1.8745e-27 6.70938e-26 3.50975e-26 1.53454e-25 0
